,Company Names ,Website Link  
2111,Mucar Technology Pvt Ltd,www.mucar.in
2112,Aay Technology Private Limited,www.aayworks.com
2113,Atharv Aqua Farm,prakashkamble84.wixsite.com/atharvaquafarm
2114,COSGrid Systems Private Limited,Read More 
2115,Syntax edutek,Www.syntaxedutek.com
2116,BELLARE GIS CONSULTANCY PRIVATE LIMITED,www.bellaregisindia.co.in
2117,INIDOWS,inidows.com/
2118,Santosh Vishnu Joshi,poly.kkwagh.edu.in/
2119,Drishte,drishte.com
2120,GFresh Agrotech Private Limited,Gfreshagrotech.com
2121,SCIENTIA INFOTECH AND ENGINEERING SOLUTIONS LLP,Read More 
2122,Xshopi,www.xshopi.in
2123,Atmax Technologies Pvt. Ltd.,www.atmax.co
2124,Urban Air Labs,www.ubreathe.in/
2125,Vartronics Techlabs LLP,Read More 
2126,Antrix Networks Private Limited,antrixnetworks.com
2127,CorpOpera,corpopera.com/
2128,IoTick,www.iotick.in
2129,Formative Resilence Know-How Private Limited,itsforkit.github.io
2130,MLworkX,www.mlworkx.com
2131,Indolytics India Private Limited,www.indolytics.com
2132,Totbox23 private limited,plato.totbox.in
2133,HANNMAR LIFESTYLE,hannmar.com/
2134,Twitter Clone,Micro Blogging
2135,AIris,amanasthasa.wixsite.com/airis
2136,Revlity VR Technologies Private Limited,revlity.com
2137,Narayandojo StemClub,www.narayandojo.com/
2138,Hindonics,www.hindonics.com
2139,Scudo Systems LLP,NONE
2140,Sigma Tenant,www.sigmatenant.com
2141,AIC IIITKOTTAYAM FOUNDATION,icentre.iiitkottayam.ac.in
2142,Study Quotient.Edu,www.studyquotient.com/
2143,Areahop Labs Private Ltd,www.hopstack.io/
2144,Nirvedha Technology Solutions LLP,www.nirvedhatech.com
2145,IOTians Global Innovations Pvt.Ltd.,www.trackany.live/
2146,chamo technology solutions private limited,Read More 
2147,PINGALA AI PVT. LTD.,www.prithvi.ai/
2148,Robocate.tech,www.robocate.tech
2149,AIRPIX GEOANALYTICS PVT. LTD.,airpix.in/
2150,CognetThings Technologies Opc Pvt Ltd,www.cognetthings.com
2151,RoboThoughts,robothoughts.com
2152,Siddaganga Bio Products,NA
2153,fflip,www.fflip.in
2154,Vaagdevi Vishayasoochika,vaagdevivishayasoochika.blogspot.com/
2155,AINOOV EPLATFORMS & TECHNOLOGIES PRIVATE LIMITED,www.ainoov.com
2156,Avriant Pvt Ltd,www.avriant.com
2157,Wellth Solutions,www.wellth.in
2158,Wellth Solutions Pvt Ltd,www.wellth.in
2159,Tech Swarm Private Limited,uavswarm.tech
2160,Antrax Labs Private Limited,Read More 
2161,INSTALINKS ENTERPRISES,www.instalinks.in
2162,vegam.io solutions Pvt Ltd,www.vegam.io
2163,SynerSense,www.SynerSense.com
2164,IoTReady Pvt. Ltd,www.iotready.co
2165,Feynman Innovations,www.feynmaninnovations.co
2166,Signz Entertainment and Network Solution Enterprise (SENSE) Pvt Ltd,Read More 
2167,Treat at Home,www.treatathomes.com
2168,Inneate Hub Private Limited,ww.inneate.com
2169,Three-MediaTech Co. Pvt. Ltd.,www.threemediatech.com
2170,RigBetel Labs LLP,play.google.com/store/apps/details?id=com.scholar.adypu
2171,PiChem Chemicals Pvt. Ltd.,www.pichem.in
2172,JPNME PVT. LTD,www.jpnme.com
2173,Lifetrons Software Pvt Ltd,www.lifetrons.in
2174,CREOCOPIA,www.creocopia.com
2175,Pracify,pracify.com/
2176,Connectza Solutions Pvt. Ltd.,connectzaonline.com/
2177,iUtkarsh,www.iutkarsh.com/
2178,KreedaLoka (R) Pvt. Ltd.,www.chessera.com
2179,Talkeng Online Learning Soluton Private Limited,talkeng.co.in/
2180,LSPoT PrevenTech,lspot.healthcare
2181,"3D-IP Semiconductors , AI Technology Group",3dip-ai.com
2182,Intella Education,www.intellaeducation.com/
2183,Upskill by Teczhilla,techzillaindia.com/upskill/
2184,Physiqure healthcare private limited,www.physiqure.com
2185,Kidsplaning,www.kidsplaning.com
2186,CLAIRVIZ TECHNOLOGY SYSTEMS PRIVATE LIMITED,www.clairviz.com
2187,Pacify Medical Technologies Pvt Ltd,pacifymedical.com
2188,Pareto Tree,www.paretotree.com
2189,AIcharya,www.aicharya.com
2190,AIcharya,www.aicharya.com
2191,Propcop Technologies Private Limited,www.news4use.com
2192,Tramseb Learning Solutions Pvt. Ltd.,www.tramseb.com
2193,FAST RUPIYA AGRO TECHNOLOGY SERVICES PRIVATE LIMITED,fastrupiya.com/
2194,Incredible Devices Pvt Ltd,www.incredibledevices.in/
2195,Be A Wiz Education,beawiz.com/home
2196,Play My Opinion,www.playmyopinion.com
2197,FOOD DART,fooddart045.webstarts.com/
2198,Middle Road OPC Pvt Ltd,themiddleroad.org/
2199,Next Skills 360 EdTech Private Limited,www.NextSkills360.in
2200,dalalstreetl.ai,dalalstreet.ai/
2201,Jayaraj,www.veltech.edu.in
2202,jayaraj Pandian,www.veltech.edu.in
2203,Vyorius Drones LLP,vyorius.com
2204,Thinking Stack,thinkingstack.ai
2205,Machenn Innovations,machenn.com
2206,PowerErn,www.powerern.com/
2207,4S Medical research P Ltd,www.seesoundlive.com
2208,Easeassist Information Solutions Private Limited,www.refier.com
2209,ONI Cares Education Pvt ltd,www.onicares.com
2210,Marco Filippi,volvero.com/
2211,DentOp Dental Care Pvt. Ltd.,dentop.in/
2212,Talspo Private Limited,Read More 
2213,Abhanshu,www.abc.com
2214,Arivu Educational Consultants Private Limited,www.arivupro.com
2215,Claro Pvt..Ltd,www.claromedtech.com
2216,nSmiles I Pvt ltd,www.nsmiles.com
2217,Curat Healthcare,curat.me
2218,Mistov tech,Www.mistovtech.in
2219,Legit,www.legit.org.in/
2220,Pintu Kumar,www.activecap.in
2221,WeMove Solutions,www.wemovesolutions.in
2222,designasm Studio,www.designasm.in
2223,Brite Camp,www.britecamp.com/
2224,power factor,www.power-factor.in
2225,SAMITYA,samitya.in/
2226,Alluvium IoT Solutions Pvt Ltd,alluvium.in/
2227,Raditech Solutions,www.raditechsolutions.com
2228,Tarudhairya Digital Private Limited,medrechaincode.com
2229,Clarila Technologies Private Limited,www.clarila.com
2230,Zscore Technologies,www.zscore.co.in
2231,Aikenist Technologies Pvt Ltd,www.aikenist.com
2232,Symbica Private Limited,www.symbica.in
2233,NutriChild,nutrichild.care
2234,PINKPARROT LLP,WWW.GOGANGES.COM
2235,Merrative Pvt Ltd,merrative.com
2236,Learnr,learnr.ai/
2237,vCura Wellness Solutions,www.vCura.in
2238,Atsparks,Read More 
2239,Brandame,www.brandame.com
2240,B Venkata Raman,Www.audisankara.ac.in
2241,clubmate,clubmate.co.in
2242,ComplyWorth,www.complyworth.com
2243,Cab booking,JollyTrip.in
2244,Cutnshave,Cutnshaveapp.com
2245,TRISHULA,www.trishual.co
2246,SimplifAID AI Solutions Private Limited,www.simplifaid.com
2247,E Waste Social Pvt Ltd,Www.ewastesocial.com
2248,Ecovative Enterprises private limited,na
2249,DAAKIA,DAAKIA.CO.IN
2250,Yoake Private Limited,yoake.in
2251,PStore Solution PrivateLimited,www.pstore.co.in
2252,AltaFuturis Solutions LLP,www.altafuturis.com
2253,Punctualprogrammers,punctualprogrammer.wixsite.com/punctualprogrammers
2254,Culture Assets,www.cultureassets.in
2255,ARK Foundations,arkfoundations.in/
2256,JUNO STONE PAVING (OPC) PRIVATE LIMITED,www.junostone.com
2257,THREE SIX ADVT N MKT PVT LTD,www.3ree6ix.com
2258,QuBeta Systems Private Limited,www.qubetasystems.com
2259,EZee Home SARVICE,On
2260,Pradeep Gohil,Read More 
2261,Achalaparipurnam pvt ltd company,www.howryou.com
2262,Nivahata Technologies Private Limited,nivahata.com
2263,Nightmare Technologies Ltd,NIghtmaretechnologiesgroup.com
2264,Vidhaalay,www.vidhaalay.com
2265,Dignifiedme,www.dignified.me
2266,Renkube Private Limited,www.renkube.com
2267,Muspic,muspic.app
2268,Krishna's Navjeevan Group,krinv.wordpress.com/38-2/
2269,Tiwary,www.abhishek.weebly.com
2270,DESIGNCUT,designcut.in
2271,Siddaganga Bio Products,NA
2272,meity,meitystartuphub.in/
2273,RapidAI Vision Technologies Pvt Ltd,www.rapidaivision.com/
2274,Virtual,meitystartuphub.in/
2275,TIKI Interactive Inc,www.yestiki.com
2276,Divine Bonding (OPC) Private Limited,www.DivineBonding.com
2277,Securefire Safety Industries P. Ltd,www.securefire.co.in
2278,Meritroad Private Limited,www.meritroad.com
2279,Eakya Educational Service,eakya.com/
2280,Ruuris Innovations,www.ruurisindia.com
2281,Farmeasy Technologies Private Limited,www.farminfinity.com
2282,Saanketh Sound Analytics,www.saanketh.com
2283,Zarc,www.zarcwebsite.com/
2284,CoachingSelect,www.coachingselect.com
2285,PnD services,no website
2286,DARVIS Technology,darvis.tech
2287,Workmetrik Technologies Private Limited,www.workmetrik.com
2288,Drishte,www.drishte.com
2289,Khadi Rebellion,www.khadirebellion.in
2290,AppiVa Software Pvt Ltd,eztask.io
2291,We Are Plymouths,www.weareplymouths.com
2292,Infrovate Properties Private Limited,www.infrovateproperties.com
2293,BeBoss Technology LLP,www.beboss.in
2294,Infrovate Properties Private Limited,"www.infrovateproperties,com"
2295,KRITI WELFARE SOCIETY,www.kritiwelfaresociety.com
2296,Alfred Technologies (OPC) Pvt Ltd,www.alfredtechnologies.in
2297,MCMARVIN PRIVATE LIMITED,mcmarvin.com/
2298,Designs Encoded Private Limited,Read More 
2299,Paleru Technology Private Limited,NA
2300,MARS INNO INDIA PRIVATE LIMITED,www.marsinno.co/
2301,OXYFIND,WWW.OXYFIND.COM
2302,Dotbit Labs Pvt Ltd,www.paxcredit.com
2303,eazemeup,www.eazemeup.com
2304,TechProm IoT Solutions Pvt Ltd,techpromiot.com
2305,cemX,www.cemx.in
2306,A3Gate Security Solutions Pvt Ltd,www.a3gate.in
2307,TECHTION INNOVATION LLP,WWW.TECH-TION.COM
2308,UNOX PORTAL PRIVATE LIMITED,www.unoxportal.com/
2309,PosteR,www.rapidfigure.com
2310,LearnDrive Online Solutions Pvt Ltd,www.learndrive.in
2311,IOORA TECHNOLOGIES PRIVATE LIMITED,ioora.org/
2312,Qintent Innovations Pvt. Ltd.,www.qintent.net
2313,Infitrone Advanced Systems PVT LTD,Read More 
2314,Data Cluster Systems,dataclustersystem.com/
2315,KAGZ robotics,no
2316,Campsvilla,www.campsvilla.com
2317,Magical Apps,magicalapps.xyz
2318,Rack Tech Communications Services Pvt Ltd,www.onlineedge.co.in
2319,PrimaQuest,www.primaquest.in
2320,Brahma Solutions,Brahmasolutions.com
2321,Vjourno Technology Private Limited,www.vjourno.com
2322,wittyminds technologies,www.wittymindstech.com
2323,NA,NA
2324,Zero,notYet
2325,Nayaseva services Private Limited,www.nayaseva.in
2326,Artibraino Private Limited,artibraino.in
2327,AMBOTECH PRIVET LIMITED.,anisabano321927.wixsite.com/ambotech-1
2328,Abhishek singh,meitystaruphub.in
2329,Crescentcom computer Institute of information technology,www.ccciitjk.com
2330,Mucar Technology Pvt ltd,www.mucar.in
2331,Mucar Technology Pvt Ltd,www.mucar.in
2332,CIIE,srmu..ac.in
2333,Velectron Labs Private Limited,www.voidelectron.com
2334,Reliant Brown,www.reliantbrown.com
2335,Reliant Brown,www.reliantbrown.com
2336,DEVIAHC TECHNOLOGIES PVT LTD,Read More 
2337,BETABUILDS TECHNOLOGIES LLP,betabuilds.com/
2338,Geeksters Consulting Pvt Ltd,www.geekconsults.co.in
2339,aditya raj Technology,www.adityarajtechnology.com
2340,GATS Energy Private Limited,www.gats.in
2341,Greatwisdom India pvt Ltd,coursmy.com
2342,Cloud Sec,cloudsecindia.org
2343,Cloud Sec,cloudsecindia.org
2344,Reeudo Forex Private Limited,www.reeudo.com/
2345,EMBEDRONICS e-Design Private Limited,www.facebook.com/kitstartin
2346,xysquare Technologies Pvt Ltd,xysquare.in
2347,XY Square Technologies Pvt Ltd,xysquare.in
2348,JAS SOLUTIONS,nbharathengineer@gmail.com
2349,Appro safety Solutions,www.appro-ssl.com/
2350,TORIT INNOVATIONS PVT LTD,torit.io
2351,AZpath,azpath.unaux..com
2352,VS Technologies (Learn Programs),learnprograms.cf
2353,Reeudo forex private limited,Reeudo.com
2354,Indigo Quotient Labs Private limited,www.indigoquotient.com
2355,Nestocast Media Solutions Pvt Ltd.,nestocast.com/
2356,Solenergi Research Private Limited,www.solenergi.in/
2357,Solenergi research Private Limited,www.solenergi.in
2358,Shikhar Goel,shikhargoel.com
2359,Nearbybazar,www.nearbybazar.com
2360,Acupace Technologies Pvt ltd,www.acupace.in
2361,Easy to Hospital,www.easytohospital.com
2362,Anvitechnosoft,www.anvitechnosoft.com
2363,Anvitechnosoft,www.anvitechnosoft.com
2364,Digitalboat Technologies LLP,www.digitalboat.co.in
2365,JMRB Technologies private limited,www.jmrbglobal.com/
2366,COGNOSCENTE INVNTED PVT LTD,www.invnted.com
2367,UdyogYantra Technologies LLP,www.udyogyantra.com/
2368,Calus Innovations LLP,www.calus.in
2369,Chiktsalya,Www.chiktsalya.in
2370,karya,vemulapallisujith@gmail.com
2371,Maroons Business Solutions Pvt: LTD,www.maroonsb2b.com
2372,UVTRON.net,www.uvtron.net
2373,RIKY E-BIKES,www.rikyebikes.com
2374,Softerior Technologies Private Limited,www.kiranadukaan.in
2375,AIRV LABS LLP,www.airvlabs.com
2376,Genix Education Solutions India Private Limited     (GESIL),genixventures.com    (Parent Company)
2377,TwicaHut,twicahut.com/
2378,Umesh Tiwari,Not Applicable
2379,QTEEM TECHNO SOLUTIONS PVT LTD,www.qteems.com
2380,Sewa Point,ites.sewapoint.in
2381,Nordforth Consulting India Private Limited,www.nordforth.com
2382,k2ai Analytics,www.k2ai.com
2383,Teach Karo,www.teachkaro.com
2384,ATNDA Mobile Technologies Private Limited,atnda.com/
2385,Cusp Software Solutions,www.rrsoftwaresolutions.com
2386,Evoro Technology Private Limited,www.evoro.org
2387,Clean and Shine,No Website as of now
2388,Mekvahan,www.mekvahan.com/
2389,Vivam technologies,www.vivam.co.in
2390,Excelient Things Lab Pvt Ltd,www.etlab.co
2391,fbns,njdsvn
2392,Brytecam,www.brytecam.com
2393,TechKonark,NA
2394,pittygo,pittygo.blogspot.com/
2395,SMOF Services Pvt Ltd,smof.in
2396,PluralSkills Private Limited,www.pluralskills.com
2397,The Autobot,www.theautobot.in
2398,Spwebconnect Solutions,www.spwebconnect.com
2399,NORTHROPIO TECHNOLOGIES PRIVATE LIMITED,Read More 
2400,Pragyan AI School,www.pragyan-ai.com
2401,NEROLIFE NETWORKS PVT. LTD.,www.nerolifenetworks.com
2402,Listiee,listiee.com
2403,Medikalsquare,www.medikalsquare.com
2404,Edvey,www.edvey.com
2405,Doorie,doorie.in
2406,Hexify Technologies,hexify.tech
2407,Kluarc Technologies Pvt. Ltd.,www.kluarc.com/
2408,Infovation,m.facebook.com/pages/category/Home---Garden-Store/Infovation-2168899353355681/
2409,BRIJUSHA IT SOLUTIONS (OPC) PRIVATE LIMITED,brijusha.com/
2410,Not Applicable,Not Applicable
2411,Ginger Tech Hub,technologylust.xyz
2412,YOUNG TURKS INDIA,www.youngturksindia.com
2413,Mekvahan (Udyamat Ma Viramasva Private Limited),www.mekvahan.com/
2414,SJTECH SOLUTIONS PRIVATE LIMITED,Read More 
2415,CodeRower Software Private Limited,www.coderower.com
2416,Manpushp Software LLP,www.manpushpsoftware.com
2417,Kaustav Kalita,www.mywebsitesolution.com
2418,inviitor,inviitor.com
2419,JetsonsRobotics Private Limited,Read More 
2420,NAINPUR HYDRO ENERGY,www.nainpurhydroenergy.com
2421,PSWITCH SERVICES PVT LTD,Read More 
2422,saptechengineer,www.saptechengineer.com
2423,Silvers Enlighten Private Limited,www.facekeek.com/
2424,Akshita Multimedia,akshitamultimedia.ga
2425,manbal.ai,www.manbal.ai
2426,Brisklights Technologies Private Limited,brisklights.com
2427,Futops Technologies India Private Limited,www.futopstech.com
2428,Artlng,www.artlng.com
2429,VILNEK PRIVATE LIMITED,www.vilnek.com
2430,TRILOCODE TECHNOLOGY,trilocode.com/
2431,Ioncraf Creations Private limited,ioncraf.co
2432,Ivica Technologies Pvt Ltd,www.ivicatechnologies.com
2433,MovoCode Limited,www.movocode.ml
2434,Addweb Education Management System,www.aedu.co.in/
2435,Nyro Research India Pvt Ltd,nyroindia.org
2436,Aparimt Digital,NA
2437,PICKLE TECHNOLOGIES PRIVATE LIMITED,about.me/mehtarohan
2438,TurtleDove Technologies,turtledove.tech
2439,CHARBHUJA,www.google.com/
2440,D3 Technology,d3technologies.in/
2441,Spica infotech solutions india pvt ltd,Wwww.sisindia.org
2442,Tensai Computers Private Limited,tensaicomputers.com/
2443,JASH,www.rsvplightsail.in
2444,MarvellMist Systems Pvt. Ltd.,www.marvellmist.com
2445,Beetsol Tech Pvt Ltd,beetsol.com
2446,Bindrr,angel.co/bindrr_me
2447,Trinoptix Pvt. Ltd.,www.trinoptix.com
2448,Trivima Solutions Private Limited,Read More 
2449,Jambopay Express Pvt Ltd,www.fidypay.com
2450,Beesense communications Pvt Ltd,www.thebuzz.app
2451,Valar Digital,valardigital.com
2452,Optimist Tech Hub,www.optimisttechhub.com
2453,CGDC,www.cgdc.in
2454,SMILYO PRIVATE LIMITED,taxheal.in
2455,Vehicle Tracking System,no website as of now
2456,Devshubhalabllp,www.enjoeemsg.com
2457,Vibrate Sensing Hearing Aid Based BCI&BMI,smartbackyardcreators.blogspot.com/
2458,E-Tiffin Seva,www.cosmostap.in
2459,Orangeskill Technologies,www.orangeskill.com/
2460,Inseparable Technologies Pvt. Ltd.,www.inseparabletech.com
2461,Ram Uchit Kumar,rpsoftech.com
2462,Mentor Community,www.mentorcommunity.org/
2463,SBH,thesbh.in
2464,Tresbon Technologies,tresbonpro.com/
2465,Bicsom Technologies Pvt Ltd,bicsom.co
2466,Joho Research And Technology Systems Pvt. Ltd.,www.joho.community
2467,AV Advanced Vision Systems Private Limited,www.smartsight.ai
2468,CareerQuo,Careerquo.com
2469,Savir Logistics Private Limited,www.arhaminternationalgroup.com
2470,KavsK Agriproduce Xchange Pvt. Ltd.,www.kavsk.com/agx
2471,GyanScore Services Pvt Ltd,www.gyanscore.com
2472,AUXES Technity Private Limited,www.auxes.in
2473,Airlearn,airlearn.ai/
2474,Astonous Cloud Solutions,www.astonous.com
2475,Legacies Techno Pvt Ltd,www.legaciestechno.com/lms
2476,Xarvis Intelligent Systems Lab Pvt Ltd.,www.xarvis.ai
2477,Sagar,www.goldanchor.in
2478,YuViTime XS Pte Ltd,www.yuwee.com
2479,Wittyhat,wittyhat.com
2480,VIZTRONIX SOLUTIONS,www.viztronix.com
2481,Pally Technologies,ocr.pally.in
2482,ISITCA (OPC) PRIVATE LIMITED,Read More 
2483,espaciar media consultant & advertisement services,espaciargroup.wixsite.com/pune
2484,learnntry,LearnNTry.com
2485,Teknosys Solutions,www.teknosyssolutions.com
2486,Inttellizeydesign Labs,designthinkinglab.com/
2487,Deeper Learning Innovations Pvt. Ld.,DeeperLearning.in
2488,Crackkart.com,www.Crackkart.com
2489,SARN TECHNOLOGIES PVT LTD,www.sarntech.in
2490,Abians Technology & Services (opc) Pvt Ltd,www.abians.com
2491,Shyam Innovations,www.shyaminnovations.com
2492,WeUNEETI - United Network of Earnest Enterprises and Trade Intelligence,Read More 
2493,KWICKPART,www.kwickpair.com
2494,Leading Edge Futuring Technology Pvt Ltd,www.leadingedgeft.com
2495,Astrix Study Private Limited,www.astrixstudy.com
2496,MARKETOKEN,WWW.PARULUNIVERSITY.AC.IN
2497,SOLHILLS RENEWABLE ENERGY PRIVATE LIMITED,www.solhills.com
2498,Arishti CyberTech Pvt.Ltd.,www.arishti.com/
2499,Raj kumar mehta,Www.stmary's group.com
2500,Antariksh Waste Ventures Pvt Ltd,airb.in
2501,Crackkart.com,www.crackkart.com/
2502,PVT LTD,www.drivesmetech.com
2503,SOLHILLS RENEWABLE ENERGY PRIVATE LIMITED,www.solhills.com
2504,SIGMINT PRIVATE LIMITED,www.sigmint.com
2505,bhanfi,bhanfi.com/
2506,CHAINWORKS DIGITAL PRIVATE LIMITED,www.chainworks.io
2507,VDAI BioSec private limited,vdsai.com
2508,PRO(paper recycling operation),Now i dont have any website
2509,MADGEEK PRIVATE LIMITED,www.madgeek.in
2510,OFFLINESEVA,www.offlineseva.com
2511,Proficient Vision Solutions Private Limited,proficientvisionsolutions.com/
2512,ThoughtBit Technologies,www.thoughtbit.in
2513,Xfinito Biodesigns Private Limited,xfinito.com
2514,Punar Rehab Solutions Private Limited,www.punar.in
2515,SPECTRA ASSISTIVE TECHNOLOGIES PRIVATE LIMITED,www.spectraassistive.com
2516,Catertaker,Read More 
2517,PEKHANSA PRIVATE LIMITED,www.indiamart.com/pekhansa-pvt-ltd/
2518,Paleru Technologies Pvt. Ltd.,Not available
2519,MindWolf,robin.mindwolf.net
2520,FOLIYOO TECHNOLOGIES PRIVATE LIMITED,foliyoo.com
2521,LEADORG TECH & OUTSOURCING PVT LTD,www.leadorg.com
2522,Imbrios Systems India,www.imbrios.com
2523,Acadevo Research Labs Pvt Ltd,www.acadevolabs.com
2524,ASSISTE TECHNOLOGIES,WWW.CALLTHALA.COM
2525,Easiofy Solutions,www.easiofy.com/
2526,Fyrooms,www.fyrooms.com
2527,Meem,No
2528,Jagjit singh,cuchd.in
2529,Finaara Technologies Pvt Ltd,www.finaara.com
2530,ADR Technologies,Na
2531,Dtronics Technology Private Limited,www.dtronics.in
2532,ORIGIN SECURITIES,www.originsec.co.in
2533,Priyanka Mallick,forever22.business.site/
2534,Freedesign,www.freedesign.co.in
2535,Hospitele,hospitele.com
2536,WAY2GROW AGRITECH LLP,way2grow.tech/
2537,Hopzy,hopzy.in
2538,KyaRent.Com,www.kyarent.com
2539,Indian chemical and organic industries,indianpetrochem.bloombiz.com
2540,ALCON RESIN AND CHEMICAL OUTSOURCING,indianpetrochem.bloombiz.com
2541,GOODWILL PETROCHEM CORPN INDIA,indianpetrochem.bloombiz.com
2542,SkillYogi,skillyogi.com
2543,KISHORE SAI VANGAPANDU,WE ARE AT PROTOTYPE STAGE
2544,ARTALLUR TECHNOLOGIES INDIA LLP,rozagaar.in
2545,madhavnamdevshinde,mad
2546,ASM SYSTEM,www.asmsystem.in
2547,ÉSAH TEA,www.esahtea.com
2548,Dataflakes Innovation Pvt Ltd,dataflakes.com/
2549,Noisy Labs Private Limited,www.noisylabs.in
2550,Vindex Infotech Private Limited,"www,vindexinfotech.com"
2551,FABOTICS LLP,www.fabotics.in
2552,VeriDoc Global TechServices India Pvt Ltd,www.veridocglobal.in
2553,DeepBrainz Technologies Private Limited,deepbrainz.com
2554,SOUNDLEAR,soundlear.com
2555,infireads,infireads.com
2556,"LokiBots, Inc.",lokibots.com/
2557,S3 Services,www.s3services.co.in
2558,Maruti Prasad,www.bookmystall.in/
2559,Sai Rubber and Plastic Co.,sairubberrrk.business.site/
2560,EduPristine Pvt Ltd.,www.interperso.in
2561,Nuverse Health Solutions Private Limited,www.nuverse.in
2562,Arkitechs,www.arkitechs.co.in
2563,SureSell by Netwin Fintech (P) Ltd.,www.netwinfintech.com
2564,Nivahata Technologies Private Limited,nivahata.com
2565,PayNet Systems Pvt Ltd,www.paynet.pro
2566,Wellmo,www.wellmo.in
2567,ValuCircles Data Solutions Private Limited,www.valucircles.com
2568,Robo Bionics (Bionic Hope Pvt Ltd),www.robobionics.in
2569,Mtuzo India Solutions Pvt.Ltd,mtuzo.net
2570,One Stack Solution Pvt. Ltd.,www.onestack.in
2571,thirukumaran.palani,www.fundpanacea.in
2572,Chalasani Turbine Private Limited,chalasaniturbine.com
2573,Atom8,www.atom8.tech
2574,Geetaxmi Technologies Private Limited,www.geetaxmi.com
2575,RAAV TECHLABS PRIVATE LIMITED,www.raav.in
2576,BitFringe Technologies,www.bit-fringe.com/
2577,Karmaaxis Bizlogic Private Limited,Read More 
2578,infynow Business Solutions LLP,www.infynow.com
2579,Kanpur  Technologies Private Limited,www.kanpurtechnologies.in
2580,Smartway Electronics Pvt. Ltd,smartwayelectronics.com
2581,Global Business Solutions,www.gbserp.com
2582,Forfit Technologies Private Limited,forfit.in
2583,Suzami Tech Private Limited,www.simplibot.com
2584,DTOWN ROBOTICS PRIVATE LIMITED,www.dtownrobotics.com
2585,SONKAR PHARMACEUTICALS PRIVATE LIMITED,imedstore.in
2586,Datosmete Technologies Private Limited,www.datablock.tech
2587,InCube3,incube3.com/
2588,Xcell Breeding & Livestock Services Private Limited,www.xcellbreeding.com/
2589,GrypTrx Solutions Private Limited,www.gryptrx.com
2590,SolFinder Research (OPC) Private Limited,solfinder-research-opc-private.business.site
2591,crophunt agritech private limited,www.crophunt.com
2592,Recordent Private Limited,www.recordent.com
2593,Tapana International,www.escapemgm.com
2594,Dreamster Software Technologies Pvt Ltd,dreamstertech.com/
2595,Azom Computer Systems Pvt Ltd,www.azom.io
2596,Krab Infotech Pvt Ltd,www.krabit.in
2597,Switch Campus,www.switchcampus.com
2598,INFRA INNOVATOR,twitter.com/swamy1958
2599,Bitics Private Limited,www.bitics.com
2600,MLTOOL TECHNOLOGIES PRIVATE LIMITES,mltool.in
2601,FNPLUS TECHNOLOGY PVT LTD,www.fnplus.tech
2602,iHeal Healthtech Pvt Ltd,www.medsamaan.com
2603,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,enlyft.co.in
2604,SqrFactor India Pvt. Ltd.,sqrfactor.com
2605,GK CENTRE,gkcentre.in
2606,IoT Laboratories,www.iotlaboratories.com
2607,Morse Team,www.kinre.in
2608,SHETH SAGA INFINITE PRIVATE LIMITED,shethsagainfinite.com/
2609,Life-Bolt Innovation (OPC) Pvt Ltd,lifebolt.xyz
2610,VT Labs (OPC) Private Limited,www.vtlabs.in
2611,Pradical works,www.pradical.co.in
2612,Pradical works,Read More 
2613,luxepower automotive india pvt ltd,www.luxepower.net
2614,FIUH IT Solutions,Read More 
2615,Maventra Learning Solutions,www.maventra.com
2616,SHETH SAGA INFINITE PRIVATE LIMITED,shethsagainfinte.com/
2617,advisorand44,advisorand44.com
2618,TELLUSOFT CORPORATION LLP,Read More 
2619,Charies app pvt ltd,www.ofrapp.com
2620,Autolligent Technologies Private Limited,autolligent.com/
2621,Vaimithra Technologies,www.vaimithra.com
2622,Solntse Global Services,not yet
2623,Seconize,seconize.co
2624,DYUMNIN SEMICONDUCTORS (OPC) PRIVATE LIMITED,dyumnin.com
2625,MOWEB TECHNOLOGIES PRIVATE LIMITED,www.moweb.com/
2626,Dapplogix Software Pvt Ltd,hirestar.io
2627,Shreenath Smart Technologies Pvt. Ltd,WWW.SSTPL.CO
2628,VFLOWTECH PTE LTD,www.vflowtech.com
2629,Heamac Healthcare Pvt. Ltd.,www.heamac.com/
2630,Teckost IT Services Private Limited,www.teckost.com
2631,Vaidik Technologies Private Limited,www.vaidiktechnologies.co.in
2632,Hiespread Solutions LLP,www.thedigialbum.com
2633,KavsK Agri Produce Xchange,www.kavsk.com/agx
2634,Cyclops system,www.cyclops.co.in
2635,Pradeep Kumar Gohil,www.worldmicrostockexchange.com
2636,ladyfare beauty comnecpts opc private limited,www.ladyfair.in
2637,VarkhaD Technologies Private Limited,Read More 
2638,AMPLIGENE INDIA BIOTECH PRIVATE LIMITED,ampligeneindia.com/
2639,AarogyaAI Innovations Pvt. Ltd.,aarogya.ai/
2640,EGNIOL SERVICES PRIVATE LIMITED,www.egniol.co.in/
2641,Nei,www.neionline.in
2642,Wings2Aspirations Startup India Pvt Ltd,Tap2Trade.com
2643,batuk processors private limited,www.batukprocessors.com
2644,Virtual Villa,www.virtualvilla.in
2645,Boltztrade,boltztrade.com/
2646,TECHPROLABZ: School of Robotics,www.techprolabz.com
2647,LETOR | Budge & Fudge and Golden Liom,To be announced
